game_year,pitcher,name,is_cohort,on_phi_2026,phi_season,frame,coverage,role,med_pitches_per_outing,games,n,swings,pa_end,usage,thin,pop_member,velo,ivb_in,spin,ext,hb_in,whiff_rate,rv100,xwoba,velo_final,ivb_in_final,spin_final,whiff_rate_final,rv100_final,g_velo,g_ivb_in,g_spin,g_whiff_rate,g_rv100,z_velo,z_ivb_in,z_spin,z_whiff_rate,z_rv100,shape_grade,results_grade,shape_score,results_score,ff_elite_shape_flag,ff_elite_results_flag,ff_elite_archetype_flag,ff_elite_composite,efc_score,archetype_tier
2024,622608,Antonio Senzatela,False,False,False,FILE,COMPLETE,SP,73.0,3,125,55,31,0.5734,False,True,94.6576,11.1082,2186.776,6.0464,-3.4963,0.1818,-1.5568,0.4972,94.9851,11.1082,2203.2898,0.1979,-0.4557,50.0,30.0,40.0,45.0,45.0,-0.2085,-2.0557,-0.8929,-0.3577,-0.4806,40.0,45.0,39.4766,45.8086,False,False,False,45.0,42.6426,NOT ELITE
2018,571800,Drew Hutchison,False,False,True,PHI,COMPLETE,RP,31.0,13,179,68,27,0.4566,False,True,90.4832,13.1705,2154.933,5.6922,-4.0197,0.1765,-0.1911,0.4446,91.7933,13.1705,2220.988,0.1933,-0.3091,35.0,40.0,40.0,45.0,50.0,-1.7306,-1.1224,-0.7622,-0.4496,-0.1058,40.0,50.0,37.9496,47.2228,False,False,False,45.0,42.5862,NOT ELITE
2019,501381,Michael Pineda,False,False,False,VS_PHI,PARTIAL,SP,80.0,7,80,39,15,0.5755,True,False,92.7462,13.9485,2020.65,6.065,-6.264,0.1282,0.3737,0.3799,93.8925,13.9485,2078.4482,0.1786,-0.2804,45.0,40.0,30.0,45.0,50.0,-0.7295,-0.7703,-1.815,-0.7422,-0.0322,40.0,50.0,38.9506,46.1282,False,False,False,45.0,42.5394,NOT ELITE
2022,669467,Andre Pallante,False,False,False,FILE,COMPLETE,RP,26.0,47,932,439,255,0.5317,False,True,95.2222,8.9874,2222.1379,6.5577,-3.536,0.1253,0.4927,0.3081,95.8772,8.9874,2255.1655,0.1353,0.0511,50.0,20.0,45.0,35.0,60.0,0.217,-3.0154,-0.5097,-1.6052,0.8157,40.0,50.0,39.0241,46.0524,False,False,False,45.0,42.5382,NOT ELITE
2019,656546,Jeff Hoffman,False,False,False,FILE,COMPLETE,SP,87.0,15,738,358,133,0.5876,False,True,93.6673,13.746,2452.7263,6.1275,-11.5372,0.1564,-2.2547,0.5085,94.8136,13.746,2510.5245,0.1642,-1.109,45.0,40.0,65.0,40.0,30.0,-0.2902,-0.8619,1.3765,-1.0295,-2.1516,50.0,35.0,50.7477,34.0945,False,False,False,45.0,42.4211,NOT ELITE
2023,607179,Jordan Weems,False,False,False,INCIDENTAL,PARTIAL,RP,13.0,33,78,59,42,0.4699,True,False,96.4974,16.6815,2097.1026,6.4397,-7.4169,0.0847,-8.4231,0.6012,96.9887,16.6815,2121.8732,0.1476,-0.8722,55.0,55.0,35.0,35.0,35.0,0.747,0.4665,-1.4943,-1.3608,-1.5459,50.0,35.0,49.064,35.4663,False,False,False,45.0,42.2652,NOT ELITE
2018,571863,Matt Koch,False,False,False,VS_PHI,PARTIAL,SP,102.0,6,64,30,12,0.4238,True,False,91.6797,14.5725,2193.375,6.2547,-11.7769,0.0333,-2.0891,0.4518,92.9897,14.5725,2259.4301,0.1508,-0.4268,40.0,45.0,45.0,35.0,45.0,-1.16,-0.4879,-0.4782,-1.2962,-0.4068,45.0,40.0,42.9128,41.4849,False,False,False,45.0,42.1988,NOT ELITE
2018,641816,Tyler Mahle,False,False,False,INCIDENTAL,PARTIAL,SP,53.0,12,112,59,21,0.6474,False,True,92.475,14.76,2137.2523,6.3705,-11.0775,0.1695,-4.8875,0.4815,93.785,14.76,2203.3073,0.191,-0.7557,40.0,45.0,40.0,45.0,40.0,-0.7807,-0.4031,-0.8928,-0.4948,-1.248,40.0,45.0,43.078,41.2861,False,False,False,45.0,42.182,NOT ELITE
2024,641745,Brad Keller,False,True,False,FILE,COMPLETE,RP,40.5,16,280,137,86,0.3763,False,True,93.8032,13.6941,2241.7714,6.1129,0.8687,0.1314,-1.2036,0.329,94.1307,13.6941,2258.2852,0.1553,-0.5083,45.0,40.0,45.0,40.0,45.0,-0.6159,-0.8854,-0.4867,-1.2069,-0.6152,45.0,45.0,43.3734,40.8895,False,False,False,45.0,42.1314,NOT ELITE
2018,622608,Antonio Senzatela,False,False,False,FILE,COMPLETE,SP,82.0,23,976,416,258,0.6383,False,True,93.6195,11.8103,2087.3248,6.359,-4.3903,0.125,0.2869,0.3541,94.9295,11.8103,2153.3799,0.1355,-0.037,50.0,35.0,35.0,35.0,55.0,-0.235,-1.7379,-1.2616,-1.6005,0.5903,40.0,45.0,39.2185,44.9493,False,False,False,45.0,42.0839,NOT ELITE
2021,571656,Buck Farmer,False,False,False,INCIDENTAL,PARTIAL,UNK,,22,61,44,35,0.5,True,False,93.9967,15.1357,2274.7377,6.0098,-10.9987,0.0682,-10.1082,0.5282,94.8155,15.1357,2316.0221,0.1497,-0.8498,45.0,50.0,50.0,35.0,35.0,-0.2893,-0.233,-0.0602,-1.3183,-1.4888,50.0,35.0,48.058,35.9645,False,False,False,45.0,42.0112,NOT ELITE
2018,605452,Joe Ross,False,False,False,FILE,COMPLETE,SP,81.0,3,76,39,15,0.304,True,False,93.225,14.3921,2102.7895,6.3171,-8.1711,0.0769,-3.0855,0.3763,94.535,14.3921,2168.8445,0.1576,-0.5093,45.0,45.0,40.0,40.0,45.0,-0.4231,-0.5696,-1.1473,-1.1614,-0.6179,45.0,45.0,42.8667,41.1035,False,False,False,45.0,41.9851,NOT ELITE
2023,686294,Amos Willingham,False,False,False,INCIDENTAL,PARTIAL,RP,26.5,14,63,54,40,0.5676,True,False,95.8365,17.0038,2247.6032,6.5556,-8.6133,0.0185,-11.5492,0.5658,96.3278,17.0038,2272.3738,0.1179,-0.9452,55.0,55.0,45.0,30.0,35.0,0.4318,0.6123,-0.3826,-1.9515,-1.7326,50.0,35.0,52.2051,31.5795,False,False,False,45.0,41.8923,NOT ELITE
2023,657756,MLBAM 657756,False,False,False,INCIDENTAL,PARTIAL,UNK,,7,51,25,11,0.6892,True,False,93.0059,13.4188,2126.1765,6.1157,-10.8329,0.08,-1.1059,0.4366,93.4971,13.4188,2150.9471,0.1724,-0.3636,40.0,40.0,35.0,40.0,50.0,-0.918,-1.01,-1.2795,-0.865,-0.2451,40.0,45.0,39.3081,44.4495,False,False,False,45.0,41.8788,NOT ELITE
2025,663436,Davis Martin,False,False,False,INCIDENTAL,PARTIAL,SP,94.0,23,108,87,68,0.3186,False,True,94.1074,14.9411,2424.2593,6.4944,-6.6222,0.092,-6.9417,0.4779,94.2712,14.9411,2432.5161,0.1396,-0.928,45.0,45.0,60.0,35.0,35.0,-0.5489,-0.3211,0.8003,-1.5184,-1.6888,50.0,35.0,49.7674,33.9641,False,False,False,45.0,41.8658,NOT ELITE
2018,456701,Homer Bailey,False,False,False,VS_PHI,PARTIAL,SP,93.0,8,69,33,11,0.3898,True,False,92.2275,14.7443,2086.5942,6.329,-8.9687,0.0909,-3.1681,0.5168,93.5376,14.7443,2152.6493,0.1682,-0.4986,40.0,45.0,35.0,40.0,45.0,-0.8988,-0.4102,-1.267,-0.9499,-0.5905,40.0,45.0,41.4138,42.298,False,False,False,45.0,41.8559,NOT ELITE
2025,657277,Logan Webb,False,False,False,TEAM,COMPLETE,SP,97.0,9,51,25,15,0.0633,True,False,93.0314,10.8988,2119.902,6.8392,-8.9624,0.16,2.9588,0.099,93.1951,10.8988,2128.1588,0.1971,-0.1809,40.0,30.0,35.0,45.0,50.0,-1.0621,-2.1504,-1.4479,-0.3734,0.2222,35.0,50.0,34.4657,49.2443,False,False,False,45.0,41.855,NOT ELITE
2022,660730,MLBAM 660730,False,False,False,INCIDENTAL,PARTIAL,UNK,,7,50,37,33,0.5435,True,False,93.21,18.4656,2432.14,6.5,-9.1704,0.0541,-27.81,0.7195,93.865,18.4656,2465.1675,0.1502,-1.5408,45.0,65.0,60.0,35.0,20.0,-0.7426,1.2738,1.0414,-1.3081,-3.256,55.0,30.0,55.2423,28.4596,False,False,False,45.0,41.8509,NOT ELITE
2025,673929,MLBAM 673929,False,False,False,INCIDENTAL,PARTIAL,RP,27.0,45,76,67,62,0.6333,True,False,96.0237,19.2347,2398.5132,6.9855,-4.14,0.0299,-19.5066,0.4806,96.1874,19.2347,2406.77,0.1136,-1.5856,55.0,65.0,55.0,30.0,20.0,0.3649,1.6219,0.6101,-2.0378,-3.3706,60.0,25.0,58.6563,24.8109,True,False,False,45.0,41.7336,SHAPE-ONLY
2022,608566,German Marquez,False,False,False,VS_PHI,PARTIAL,SP,85.0,14,96,42,18,0.3057,True,False,94.8406,13.6162,2112.4688,5.4469,-8.8538,0.0952,-3.5,0.4767,95.4956,13.6162,2145.4963,0.1629,-0.5867,50.0,40.0,35.0,40.0,40.0,0.035,-0.9207,-1.3198,-1.0543,-0.8159,40.0,40.0,42.6485,40.6494,False,False,False,40.0,41.6489,NOT ELITE
2025,686563,MLBAM 686563,False,False,False,INCIDENTAL,PARTIAL,SP,87.0,15,50,45,39,0.1953,True,False,93.818,15.0312,2292.2,6.24,-9.5832,0.0889,-12.112,0.3771,93.9818,15.0312,2300.4569,0.1581,-0.8484,45.0,45.0,50.0,40.0,35.0,-0.6869,-0.2803,-0.1752,-1.1506,-1.4851,45.0,40.0,46.1918,36.8215,False,False,False,45.0,41.5066,NOT ELITE
2024,806185,Hayden Birdsong,False,False,False,INCIDENTAL,PARTIAL,UNK,,15,61,61,60,0.5865,True,False,95.7033,16.019,2289.0984,6.4967,-9.3462,0.0,-9.259,0.5244,96.0308,16.019,2305.6121,0.1023,-0.8046,55.0,50.0,50.0,25.0,35.0,0.2902,0.1667,-0.1371,-2.2623,-1.373,50.0,30.0,51.0659,31.8234,False,False,False,40.0,41.4446,NOT ELITE
2025,571945,Miles Mikolas,False,False,False,FILE,COMPLETE,SP,81.0,5,79,45,18,0.2476,True,False,92.5797,14.9104,2168.9747,6.2392,-8.1342,0.1111,-3.3013,0.4857,92.7435,14.9104,2177.2316,0.168,-0.5306,35.0,45.0,40.0,40.0,45.0,-1.2774,-0.335,-1.0854,-0.9534,-0.6724,40.0,45.0,41.0072,41.8709,False,False,False,45.0,41.4391,NOT ELITE
2022,666159,Matt Manning,False,False,False,INCIDENTAL,PARTIAL,UNK,,12,76,60,56,0.5278,True,False,93.0079,16.3247,2050.9868,6.9421,-2.6858,0.0,2.6789,0.3708,93.6629,16.3247,2084.0144,0.1032,-0.1315,40.0,55.0,30.0,30.0,55.0,-0.839,0.305,-1.7739,-2.2447,0.3485,40.0,45.0,42.307,40.5187,False,False,False,45.0,41.4129,NOT ELITE
2023,680686,Josiah Gray,False,False,False,VS_PHI,PARTIAL,SP,94.0,22,111,73,41,0.185,False,True,93.6432,15.267,2144.2342,5.7991,-11.267,0.137,-5.0919,0.4745,94.1345,15.267,2169.0049,0.1703,-0.7712,45.0,50.0,40.0,40.0,35.0,-0.6141,-0.1736,-1.1462,-0.9077,-1.2878,45.0,40.0,43.5538,39.0228,False,False,False,45.0,41.2883,NOT ELITE
2022,689225,MLBAM 689225,False,False,False,INCIDENTAL,PARTIAL,UNK,,15,99,74,70,0.4877,True,False,94.1859,17.6121,2366.1818,5.8242,-7.5103,0.0135,-8.7677,0.622,94.8409,17.6121,2399.2094,0.0998,-1.0351,45.0,60.0,55.0,25.0,30.0,-0.2772,0.8876,0.5542,-2.3129,-1.9627,55.0,30.0,53.8821,28.6221,False,False,False,45.0,41.2521,NOT ELITE
2025,615698,Cal Quantrill,False,False,False,INCIDENTAL,PARTIAL,SP,75.5,18,132,72,42,0.1748,False,True,93.2106,16.35,2097.2803,6.3795,-10.63,0.1528,-4.4583,0.473,93.3744,16.35,2105.5372,0.1794,-0.7771,40.0,55.0,35.0,45.0,35.0,-0.9766,0.3165,-1.615,-0.7255,-1.3027,45.0,40.0,42.4164,39.8588,False,False,False,45.0,41.1376,NOT ELITE
2024,665795,Edward Cabrera,False,False,False,VS_PHI,PARTIAL,SP,89.5,18,92,63,49,0.3036,True,False,96.4957,15.9104,2252.6413,6.6815,-9.9039,0.0476,-9.6185,0.5398,96.8232,15.9104,2269.1551,0.1258,-1.0557,55.0,50.0,45.0,30.0,30.0,0.6681,0.1175,-0.4064,-1.7944,-2.0152,50.0,30.0,51.264,30.9521,False,False,False,40.0,41.1081,NOT ELITE
2022,682051,MLBAM 682051,False,False,False,INCIDENTAL,PARTIAL,UNK,,17,51,45,41,0.4215,True,False,92.2667,16.4047,2160.9804,6.4863,-9.8047,0.0222,-4.7373,0.5487,92.9217,16.4047,2194.0079,0.1284,-0.5268,40.0,55.0,40.0,35.0,45.0,-1.1925,0.3412,-0.9615,-1.7422,-0.6626,45.0,40.0,43.9576,37.976,False,False,False,45.0,40.9668,NOT ELITE
2022,676265,Cory Abbott,False,False,False,VS_PHI,PARTIAL,RP,9.5,7,68,32,18,0.5397,True,False,91.4706,16.3076,2165.0441,6.2676,-11.4194,0.0938,-7.8676,0.4732,92.1256,16.3076,2198.0717,0.1701,-0.7738,35.0,55.0,40.0,40.0,35.0,-1.5721,0.2973,-0.9315,-0.9119,-1.2943,45.0,40.0,42.6459,38.969,False,False,False,45.0,40.8074,NOT ELITE
2023,641745,Brad Keller,False,True,False,FILE,COMPLETE,SP,93.0,11,274,79,57,0.3117,False,True,93.3015,11.9689,2312.7482,6.1328,2.082,0.1646,-2.9358,0.4581,93.7927,11.9689,2337.5188,0.1849,-0.8548,40.0,35.0,50.0,45.0,35.0,-0.7771,-1.6661,0.0986,-0.6157,-1.5016,40.0,40.0,42.1845,39.4134,False,False,False,40.0,40.799,NOT ELITE
2025,680732,Sean Burke,False,False,False,INCIDENTAL,PARTIAL,UNK,,28,128,108,102,0.4076,False,True,94.275,18.0516,2543.4453,7.075,-5.2322,0.037,-10.5102,0.4837,94.4388,18.0516,2551.7022,0.0974,-1.4043,45.0,60.0,65.0,25.0,20.0,-0.469,1.0865,1.6806,-2.3606,-2.9069,55.0,25.0,57.6603,23.6622,False,False,False,40.0,40.6613,NOT ELITE
2019,527054,Julio Teheran,False,False,False,VS_PHI,PARTIAL,SP,88.0,16,157,58,24,0.3783,False,True,89.8764,12.4448,2422.2866,6.1752,-7.625,0.1552,-4.6382,0.7229,91.0227,12.4448,2480.0848,0.1839,-0.874,30.0,35.0,60.0,45.0,35.0,-2.098,-1.4508,1.1516,-0.6361,-1.5507,40.0,40.0,42.0094,39.0661,False,False,False,40.0,40.5378,NOT ELITE
2023,672851,Joan Adon,False,False,False,INCIDENTAL,PARTIAL,SP,74.0,11,65,43,39,0.3611,True,False,94.5431,13.68,2240.4154,6.1923,-9.1846,0.0,-5.4092,0.4774,95.0343,13.68,2265.186,0.1209,-0.6162,50.0,40.0,45.0,30.0,40.0,-0.185,-0.8918,-0.4357,-1.8917,-0.8911,45.0,35.0,44.9583,36.0858,False,False,False,40.0,40.5221,NOT ELITE
2023,502624,Chase Anderson,False,False,False,FILE,COMPLETE,SP,85.0,19,452,196,82,0.3124,False,True,93.292,13.4395,2201.3571,5.9286,-6.9045,0.1735,-2.1456,0.4374,93.7833,13.4395,2226.1278,0.1824,-0.8635,40.0,40.0,45.0,45.0,35.0,-0.7816,-1.0007,-0.7242,-0.666,-1.5236,40.0,40.0,41.6452,39.0516,False,False,False,40.0,40.3484,NOT ELITE
2019,456701,Homer Bailey,False,False,False,INCIDENTAL,PARTIAL,SP,86.0,13,120,54,22,0.4332,False,True,92.4067,14.4061,2064.9664,6.4975,-7.795,0.0926,-2.3817,0.5597,93.553,14.4061,2122.7646,0.1543,-0.5333,40.0,45.0,35.0,40.0,45.0,-0.8914,-0.5632,-1.4877,-1.2272,-0.6793,40.0,45.0,40.1922,40.4677,False,False,False,45.0,40.3299,NOT ELITE
2018,622097,Jake Thompson,False,False,True,PHI,COMPLETE,RP,39.0,7,69,32,15,0.2413,True,False,90.6449,13.6574,2131.971,6.2652,-3.8939,0.0938,-3.4565,0.3793,91.9549,13.6574,2198.0261,0.1701,-0.5159,35.0,40.0,40.0,40.0,45.0,-1.6535,-0.902,-0.9318,-0.9119,-0.6347,40.0,45.0,38.3757,42.2674,False,False,False,45.0,40.3216,NOT ELITE
2024,592866,Trevor Williams,False,False,False,VS_PHI,PARTIAL,SP,87.0,5,77,39,25,0.3532,True,False,88.2753,10.2888,2185.8182,6.8052,-4.1875,0.1538,5.1104,0.1775,88.6028,10.2888,2202.332,0.1891,0.0322,20.0,25.0,40.0,45.0,60.0,-3.252,-2.4264,-0.9,-0.5325,0.7672,30.0,55.0,28.912,51.1736,False,False,False,45.0,40.0428,NOT ELITE
2021,571735,David Hale,False,False,True,PHI,COMPLETE,RP,29.0,17,216,99,40,0.4685,False,True,92.8347,13.135,2224.8465,6.6407,-9.3439,0.1616,-4.0264,0.5117,93.6535,13.135,2266.1309,0.1804,-0.9432,40.0,40.0,45.0,45.0,35.0,-0.8435,-1.1384,-0.4287,-0.7055,-1.7277,40.0,40.0,41.9645,37.834,False,False,False,40.0,39.8993,NOT ELITE
2020,622608,Antonio Senzatela,False,False,False,FILE,COMPLETE,SP,93.0,12,635,287,165,0.559,False,True,94.3405,10.6074,2140.2611,6.2392,-5.8768,0.1185,-0.3855,0.3641,95.323,10.6074,2189.8024,0.134,-0.3497,50.0,25.0,40.0,35.0,50.0,-0.0473,-2.2823,-0.9925,-1.6305,-0.2095,40.0,45.0,38.9263,40.8001,False,False,False,45.0,39.8632,NOT ELITE
2024,615698,Cal Quantrill,False,False,False,FILE,COMPLETE,SP,92.0,27,894,386,219,0.3383,False,True,93.8691,13.9203,2184.1633,6.5115,-10.4,0.1865,-1.9517,0.3907,94.1966,13.9203,2200.6771,0.19,-1.0624,45.0,40.0,40.0,45.0,30.0,-0.5845,-0.7831,-0.9122,-0.5153,-2.0324,40.0,40.0,42.4008,37.2619,False,False,False,40.0,39.8314,NOT ELITE
2025,645261,Sandy Alcantara,False,False,False,INCIDENTAL,PARTIAL,SP,89.0,25,173,110,75,0.1927,False,True,97.6,13.2257,2288.0347,6.0139,-14.4964,0.0727,-5.6965,0.4542,97.7638,13.2257,2296.2916,0.1203,-1.0677,60.0,40.0,50.0,30.0,30.0,1.1166,-1.0974,-0.206,-1.9039,-2.0459,50.0,30.0,49.3775,30.2507,False,False,False,40.0,39.8141,NOT ELITE
2024,670124,MLBAM 670124,False,False,False,VS_PHI,PARTIAL,SP,90.0,8,75,49,42,0.5172,True,False,93.6973,16.9744,2189.64,6.4173,-12.5312,0.102,-14.5987,0.5716,94.0248,16.9744,2206.1538,0.1616,-1.2524,45.0,55.0,40.0,40.0,25.0,-0.6664,0.599,-0.8718,-1.0809,-2.5184,45.0,35.0,46.8696,32.0033,False,False,False,40.0,39.4365,NOT ELITE
2023,640451,Hunter Harvey,False,False,False,INCIDENTAL,PARTIAL,RP,12.0,40,101,73,59,0.5872,False,True,98.0564,16.3687,2070.7327,6.233,-8.135,0.0137,-9.0584,0.5275,98.5477,16.3687,2095.5033,0.1006,-1.073,65.0,55.0,35.0,25.0,30.0,1.4905,0.3249,-1.6891,-2.2975,-2.0595,50.0,30.0,50.421,28.2152,False,False,False,40.0,39.3181,NOT ELITE
2022,676684,Will Vest,False,False,False,INCIDENTAL,PARTIAL,UNK,,40,83,66,56,0.6103,True,False,95.0578,15.4424,2088.747,6.1651,-9.1706,0.0758,-9.2578,0.528,95.7128,15.4424,2121.7745,0.1391,-0.9639,50.0,50.0,35.0,35.0,30.0,0.1386,-0.0943,-1.495,-1.5294,-1.7806,45.0,35.0,45.1644,33.4497,False,False,False,40.0,39.307,NOT ELITE
2023,676265,Cory Abbott,False,False,False,VS_PHI,PARTIAL,RP,37.0,18,80,53,42,0.4651,True,False,92.41,16.7685,2341.225,6.4525,-9.918,0.0566,-13.4662,0.534,92.9013,16.7685,2365.9957,0.1373,-1.2319,40.0,55.0,55.0,35.0,25.0,-1.2022,0.5058,0.3089,-1.5645,-2.466,50.0,30.0,48.7085,29.8477,False,False,False,40.0,39.2781,NOT ELITE
2018,592351,Jon Gray,False,False,False,VS_PHI,PARTIAL,SP,106.5,11,170,67,33,0.5199,False,True,95.1518,13.1146,2009.0059,6.3918,-8.4021,0.0597,-2.5735,0.4433,96.4618,13.1146,2075.061,0.1298,-0.6331,55.0,40.0,30.0,35.0,40.0,0.4957,-1.1477,-1.8401,-1.7139,-0.9344,40.0,40.0,41.6933,36.7586,False,False,False,40.0,39.2259,NOT ELITE
2021,592866,Trevor Williams,False,False,False,VS_PHI,PARTIAL,SP,74.0,6,71,39,15,0.542,True,False,91.0859,11.929,2220.2254,6.8268,-2.6315,0.1282,-5.9634,0.4903,91.9047,11.929,2261.5098,0.1786,-0.6751,35.0,35.0,45.0,45.0,40.0,-1.6774,-1.6842,-0.4629,-0.7422,-1.042,40.0,45.0,37.2517,41.0793,False,False,False,45.0,39.1655,NOT ELITE
2024,676974,Max Meyer,False,False,False,INCIDENTAL,PARTIAL,UNK,,11,51,47,47,0.5484,True,False,93.9471,15.6024,2384.0784,6.4373,-4.5035,0.0,-19.8765,0.5624,94.2746,15.6024,2400.5922,0.1162,-1.2073,45.0,50.0,55.0,30.0,25.0,-0.5473,-0.0219,0.5645,-1.9852,-2.4031,50.0,30.0,49.9843,28.0581,False,False,False,40.0,39.0212,NOT ELITE
2026,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,93.0,31,673,274,138,0.2365,False,True,92.3092,14.5512,2356.5988,6.94,-12.8835,0.135,-2.0954,0.3875,92.3092,14.5512,2356.5988,0.1484,-1.0055,35.0,45.0,50.0,35.0,30.0,-1.4845,-0.4976,0.2395,-1.3441,-1.887,45.0,35.0,44.1914,33.8443,False,False,False,40.0,39.0179,NOT ELITE
2021,666159,Matt Manning,False,False,False,INCIDENTAL,PARTIAL,UNK,,18,71,62,60,0.3532,True,False,93.4352,16.9775,2043.8873,6.8915,-2.6332,0.0,-5.8873,0.4616,94.254,16.9775,2085.1717,0.1015,-0.6705,45.0,55.0,30.0,25.0,40.0,-0.5571,0.6004,-1.7654,-2.2796,-1.03,45.0,35.0,44.2597,33.4521,False,False,False,40.0,38.8559,NOT ELITE
2025,678368,Valente Bellozo,False,False,False,INCIDENTAL,PARTIAL,RP,27.0,24,104,68,57,0.2865,False,True,91.0846,17.2131,2167.6923,6.0337,-3.6508,0.0882,-6.4269,0.5283,91.2484,17.2131,2175.9492,0.1449,-0.8627,30.0,55.0,40.0,35.0,35.0,-1.9904,0.707,-1.0949,-1.4135,-1.5217,40.0,35.0,42.0725,35.3243,False,False,False,40.0,38.6984,NOT ELITE
2019,608379,Michael Wacha,False,False,False,INCIDENTAL,PARTIAL,RP,40.0,6,53,28,15,0.5521,True,False,92.7264,16.9109,2040.3396,6.6396,-7.0574,0.0357,-16.3925,0.7698,93.8727,16.9109,2098.1378,0.1544,-1.0777,45.0,55.0,35.0,40.0,30.0,-0.7389,0.5703,-1.6696,-1.2247,-2.0716,45.0,35.0,43.8725,33.5184,False,False,False,40.0,38.6954,NOT ELITE
2019,543193,Drew Gagnon,False,False,False,VS_PHI,PARTIAL,SP,97.0,5,77,44,20,0.7064,True,False,91.4273,13.0551,2023.2987,6.3208,-12.9506,0.1591,-6.1,0.4177,92.5735,13.0551,2081.0969,0.1896,-0.7116,35.0,40.0,30.0,45.0,40.0,-1.3585,-1.1746,-1.7955,-0.5217,-1.1351,35.0,45.0,35.5714,41.7163,False,False,False,40.0,38.6438,NOT ELITE
2021,663554,Casey Mize,False,False,False,INCIDENTAL,PARTIAL,UNK,,28,147,97,58,0.297,False,True,94.151,15.76,2177.0476,6.9401,-8.982,0.1237,-10.5503,0.5814,94.9698,15.76,2218.332,0.1567,-1.5497,50.0,50.0,40.0,40.0,20.0,-0.2158,0.0495,-0.7818,-1.1794,-3.2788,45.0,30.0,46.8397,29.103,False,False,False,40.0,37.9713,NOT ELITE
2025,622608,Antonio Senzatela,False,False,False,VS_PHI,PARTIAL,SP,88.0,9,211,94,68,0.5553,False,True,94.3611,12.1069,2205.5877,6.1502,-4.1989,0.0851,-3.1246,0.4222,94.5249,12.1069,2213.8446,0.1331,-0.7844,45.0,35.0,40.0,35.0,35.0,-0.4279,-1.6037,-0.8149,-1.6483,-1.3213,40.0,35.0,40.5115,35.1522,False,False,False,40.0,37.8319,NOT ELITE
2023,641712,Dakota Hudson,False,False,False,VS_PHI,PARTIAL,SP,85.5,6,60,27,11,0.2553,True,False,90.585,9.812,2193.0833,6.5083,-3.642,0.037,0.6333,0.4399,91.0763,9.812,2217.854,0.1562,-0.2782,30.0,25.0,40.0,40.0,50.0,-2.0725,-2.6422,-0.7853,-1.1877,-0.0266,30.0,45.0,31.6666,43.9285,False,False,False,40.0,37.7976,NOT ELITE
2025,676083,Janson Junk,False,False,False,INCIDENTAL,PARTIAL,SP,61.0,20,107,93,82,0.4297,False,True,93.6336,17.8856,2295.3458,6.5131,-2.8284,0.0215,-10.8794,0.4738,93.7974,17.8856,2303.6027,0.0938,-1.2769,40.0,60.0,50.0,25.0,25.0,-0.7748,1.0114,-0.152,-2.4327,-2.581,50.0,25.0,50.2819,24.9314,False,False,False,40.0,37.6067,NOT ELITE
2022,665621,Rony Garcia,False,False,False,INCIDENTAL,PARTIAL,UNK,,14,76,65,51,0.5033,True,False,92.8645,14.0889,2351.3158,6.2513,-10.2505,0.0615,-14.4789,0.6467,93.5195,14.0889,2384.3433,0.132,-1.2561,40.0,45.0,55.0,35.0,25.0,-0.9074,-0.7067,0.4444,-1.6712,-2.5278,45.0,30.0,46.101,29.0052,False,False,False,40.0,37.5531,NOT ELITE
2022,656412,Alex Faedo,False,False,False,INCIDENTAL,PARTIAL,UNK,,12,71,63,59,0.5338,True,False,92.5775,16.8811,2166.3803,5.9282,-11.0637,0.0635,-14.7746,0.5261,93.2325,16.8811,2199.4078,0.1342,-1.217,40.0,55.0,40.0,35.0,25.0,-1.0442,0.5568,-0.9216,-1.627,-2.4278,45.0,30.0,45.3033,29.7259,False,False,False,40.0,37.5146,NOT ELITE
2018,543193,Drew Gagnon,False,False,False,VS_PHI,PARTIAL,SP,56.5,4,77,37,14,0.6016,True,False,91.3221,11.7943,1928.3636,6.4779,-13.5506,0.0811,-0.8571,0.3504,92.6321,11.7943,1994.4187,0.1609,-0.3637,35.0,35.0,25.0,40.0,50.0,-1.3305,-1.7452,-2.4357,-1.0939,-0.2454,30.0,45.0,31.6286,43.3032,False,False,False,40.0,37.4659,NOT ELITE
2024,682610,Roddery Muñoz,False,False,False,INCIDENTAL,PARTIAL,SP,79.0,18,75,57,51,0.2863,True,False,95.6227,14.8576,2268.9733,6.0787,-10.4592,0.0175,-16.0107,0.5525,95.9502,14.8576,2285.4871,0.1148,-1.3438,55.0,45.0,45.0,30.0,20.0,0.2518,-0.3589,-0.2858,-2.0139,-2.7522,50.0,25.0,48.6903,26.1696,False,False,False,40.0,37.43,NOT ELITE
2019,622608,Antonio Senzatela,False,False,False,FILE,COMPLETE,SP,92.0,25,1385,612,345,0.6191,False,True,93.6861,11.0371,2101.9415,6.2194,-4.9933,0.1291,-0.9921,0.3825,94.8323,11.0371,2159.7397,0.1362,-0.7009,45.0,30.0,40.0,35.0,40.0,-0.2813,-2.0878,-1.2146,-1.5875,-1.1078,40.0,40.0,38.0544,36.5235,False,False,False,40.0,37.2889,NOT ELITE
